0,1
Comment,Dolerite with v sharp planar contacts.
Comment,Doleritic
Comment,doleritic amphibolite
comments,doleritic appearrance however IEB code used to define from other different dolerites in area. Bt-fsp dolerite.
Comment,"""doleritic-basaltic parent, hi-mg, EOH."""
Comments,"doleritic-basaltic parent, hi-mg, EOH."
Comment,doleritic basalt saprock or totally silicified mafic component quartzite
Comment_2,doleritic dalmation textured umf/basaltic umf
Comments,Doleritic dyke along possible fault plane
Comment,doleritic gab
Comments,doleritic mafic
Comment,doleritic mafic + trace ferrug qz
Comment,doleritic mafic with qz-cl-+py vein
Comment,"""doleritic parent, EOH."""
Comment,doleritic saprock
Comments,"doleritic saprock, abundant mafic clays"
Comment,doleritic saprock + clay
Comment,doleritic saprock + ferrug qz
Comments,doleritic texture
Comment_2,doleritic textured {dalmation} talc-altered basaltic umf
Comment_2,doleritic textured mafic
Comments,"doleritic textured mafic, hard, weakly foliated in parts"
Comments,DOLETRITE/UM?
Comments,Dolimite with talc veins.
Comments,Dolimite with talc veins. 
Comments,DOL MIN Q & FEST
Comments,dolomite - dolerite contact
Comments,"""Dolomite + white feldspar very coarse grained granite, no clear contacts, interstitial talc within granite, trace pyrite, flecks of unidentified black mineral, no free quartz detected. """
Comments,"Dolomite + white feldspar very coarse grained granite, no clear contacts, interstitial talc within granite, trace pyrite, flecks of unidentified black mineral, no free quartz detected. "
LITH COMMENT,"""dolomite, yellow/amber"""
Comments,"""Doloritic zone with patches of BMC, aswell as common sulpide stringers. """
Comment,"""DOL pale green, silicifd"""
Comment,"""DOL PALE GY, FG"""
Comments,DOLR
Comment,dolrite/tuffaceous sandstone?
Comment,dol sap foliated
Comment,dol saprock sauss altn of feldspars
Comments,dol/shale/mnt
Comments,DOM BLEACHED CLAY
Comments,DOM BLEACHED CLAY MIN FEST
Comments,DOM BLEACHED CLAYS MIN FEOX
Comments,DOM BLEACHED CLAYS MIN FEST
Comments,DOM BLEACHED CY & FE RICH LATR
Comments,DOM BLEACHED FEST CLAYS MIN FEOX
Comments,DOM BLEA CY & SILC W/ FE RICH LT
Comments,DOM CLAY
Comments,DOM CLAY & AGF FRAGS MIN FEOX
Comments,DOM CLAY BUCK QZVN MIN FEOX
Comments,DOM CLAY MIN AGF FRAGS
Comments,DOM CLAY MIN AGF FRAGS & FEOX
Comments,DOM CLAY MIN FEOX
Comments,DOM CLAY MIN FEOX & QZ
Comments,DOM CLAY MIN QZ & FEOX
Comments,DOM CLAY MIN SAND
Comments,DOM CLAY MIN SILC & FEOX
Comments,DOM CLAYS
Comments,DOM CLAYS MIN FE ALT LATR
Comments,DOM CLAYS MIN SAND & FEOX
Comments,DOM CLAY W/ FEOX
Comments,dom cly
Comments,"""""""dom cly, minor Ac, T Ass?"""""""
Comments,DOM DOL MIN BUCK QZVN
Comments,DOM FE RICH & BLEACH CLAYS
Comments,DOM FE RICH & BLEACH CY MIN FEOX
Comments,DOM FE RICH & BLEA CLAYS MIN FEO
Comments,DOM FE RICH CLAY MIN FE LATR
Comments,DOM FE RICH CLAYS MIN FE LATR
Comments,DOM FE RICH LATR & BLEACH CLAY
Comments,DOM FE RICH LATR & CLAY MIN BLEA
Comments,DOM FE RICH LATR MIN SILC
Comments,DOM FE RICH LATR NODS
Comments,DOM FEST & BLEACH CY MIN FE LATR
Comments,DOM FEST & BLEACH CY MIN FE & SC
Comments,DOM FEST BLEACHED CLAY MIN FEOX
Comments,DOM FEST BLEA CY MIN FE LATR
Lith_Desc,"Dominance of quartz + depth implies granite, but the quartz appears hydrothermal"
Comments,dominant
Comments,"""Dominant altered felsic intrusive (leucocratic, QT-MI rich, f/g-m/g)"""
Comments,"""Dominant chert with minor magnetite, occasional Dolerite bands, some pyrrhotite"""
Comment,dominant clast is stretched siliceous fels-phyric dacite in chloritic dacite matrix
Comments,Dominant clay
Comment,"""Dominant csr rhy clasts w clear qtz pheno's, all highly se alt, occ dac clast, common cb size."""
Comment,DOMINANTLY ANGULAR CHLORITE CLASTS
Comment,"""DOMINANTLY ANGULAR CLT CLASTS, SOME SUBROUNDED SI CLASTS (POSS PUMICE), CLASTS UP TO 20mm, SOME 2mm QZ"""
Comment,DOMINANTLY ANGULAR CLT CLASTS UP TO 10mm
Comments,Dominantly BIF
Comments,dominantly buck quartz chips
Comments,DOMINANTLY CHERT
comments,dominantly chert unit minor bif
Comments,dominantly chert with minorint
Comments,dominantly clays minor pelites
Comments,dominantly coarse feldspar
Comment,Dominantly dacitic sdst with slst bands within.
Comments,dominantly feldspar
Comments,dominantly feldspar; 30% muscovite
Comments,dominantly feldspar; 40% Mg
Comments,dominantly feldspar minor mica
Comments,dominantly feldspar; minor zinnwaldite
Comments,dominantly feldspar-qtz
Comments,dominantly feldspar; tr mica
Comments,"dominantly feldspar, tr muscovite"
Comments,dominantly feldspar; tr muscovite
Comments,dominantly felsic unit + minor trace mafic component - adamallite?
comments,Dominantly FPF with lesser mafics and pyritic BIF fragments SCZ b/w 10 and 11m. Strongly pyritic.
Comments,Dominantly grey streak on plate + weakly magnetic
Comments,Dominantly hematite
Comment,dominantly laterite
Comments,Dominantly magnetite
Comments,Dominantly magnetite beds with some shaley (slightly graphitic) interbeds (20;30cm). Some broken rubble zones locally.
Comments,"""Dominantly magnetite, ore grade?"""
Comments,Dominantly magnetite rich beds with thinner(0.1;20mm) chert beds.Deformed zone btn 127.5;128.15m. Minor qtz veining.
Comments,"""Dominantly moderately weathered intervals present, weathered qtz veins present"""
Comment,"""Dominantly pebble breccia, unweathered, very competent; jointed; little or no fe oxide on joint planes. Minor quartz sandstone intervals. Narrow ( 0.5 - 1cm wide ) quartz - carbonate veining weak foliation / bedding sub parallel to core axis."""
Comment,"""Dominantly pebble ( granule ) bx, minor cobbles of pink silic - ser fs - qz felsics. Minor biotite - alt sdst bands; bx dominates below 854m, graded."""
Comments,dominantly pelites rare interb
Comments,dominantly qtz
Comments,dominantly qtz; 15% muscovite
Comments,dominantly qtz; 20% muscovite
Comments,dominantly qtz and feldspar; 15% muscovite
Comments,dominantly qtz-feldspar; minor muscovite
Comments,dominantly qtz-feldspar; tr muscovite
Comments,dominantly qtz; minor feldspar
Comments,dominantly qtz; minor feldspar mica
Comments,dominantly qtz; minor mica
Comments,dominantly qtz; minor muscovite
Comments,dominantly qtz; tr feldspar and mica'
Comments,dominantly qtz; tr Mg
Comment,"""Dominantly red - brown intensely weathered, massive saprolite, possible dacite?"""
comments,dominantly scf
Comment,dominantly shale + qz metased
Comments,Dominantly shale with minor chert
Comment,"""Dominantly soft, crumbly yellow - brown - white massive saprolite; possibly dacite or dolerite."""
Comment,DOMINANTLY STRETCHED CLT CLASTS
Comments,dominantly vein qtz chips
Comment,"""dominant silica alteration, occasional patches of chlorite alteration and wispy chlorite specks"""
Comment,"""DOMINATED BY CLT ALT'D CLASTS FROM 3-30mm ANGULAR TO SUBANGULAR, POSSHYALO OR AUTOBX OF GV2"""
Comments,"""dominated by finer grained Py Qz bx clasts Cp kicks in 173.5m; 173.78m=possible contact btn. Pyritic Qz, Cp-Py Qz, 55/180E"""
Comments,DOMINATED BY RUC
comments,"""dominated by scf, very broken up, sheared?"""
Comments,Dominated by the CO+AN+SU+weak MT
Comments,dominately cly
Comments,"""dominately nod cly,rare ew Ac?"""
Comment,"""dominatly clay, some ferruginous material"""
Comment,Dom sap clays
Comments,DOM SC & BLEACH CY W/ FE LATR
Comments,DOM SILC
Comments,DOM SILC & BLEA CLAY
Comments,DOM SILC & BLEA CLAY MIN FEOX
Comments,DOM SILC & CLAY MIN FEOX & QZ
Comments,DOM SILC & FE RICH LATR
Comments,DOM SILC MIN BLEACHED CLAYS
Comments,DOM SILC MIN BLEA CY & FE LAT
Comments,DOM SILC MIN FEST CLAYS
Major Desc,domy >90% sph stringer zone in a mafic dominated package.
Major Desc,domy a bucky msv qv
Major Desc,"""domy a fg amp, f dominated msv bv with a tn q, f, musc pegmatite."""
Major Desc,domy a meta (amphibolite facies) bv w cn dss or stringer py and po
Major Desc,domy a meta (amphibolite facies) bv w cn dss or stringer py and po posy semi massive sulphides within a meta bv.
Major Desc,domy a meta (amphibolite facies) bv w cn dss or stringer sulphides (py and po) within a meta bv.
Major Desc,domy a meta (amphibolite facies) bv w tr dss or stringer sulphides (py and po) within a meta bv.
Major Desc,domy a meta (amphibolite facies) bv w tr dss py within a meta bv.
Major Desc,domy a msv amphibolite with mn ch and posy tr bt (chlorite retrograde bt?)
Major Desc,"""domy a msv amphibolite with mn ch and posy tr bt (chlorite retrograde bt?) and cn qtz vein, bt and ch may be altn sv around qtz vein."""
Major Desc,domy a msv amphibolite with mn ch and posy tr bt (chlorite retrograde bt?) cn fg dss py.
Major Desc,domy a msv amphibolite with mn ch and posy tr bt (chlorite retrograde bt?) w mn sin causing lht gnh gy colour
Major Desc,domy a msv amphibolite with mn ch and posy tr bt (chlorite retrograde bt?) w tr patchy dss py.
Major Desc,domy hmc cy w cn indurated mottled hmc chips neer the base of the mottled zone.
Major Desc,domy recrystalised qtz rich sediment.
Major Desc,domy wy foliated bv with occ bt altd bands.
COMMENTS,donkey dick clay
Comments,DONT KNOW? PALE GREEN CHIPS VFG SOFT
Comment_2,DOUBLE CHECK WITH JEN
Comment,downhill transported granitic cover
Comments,Downhole contact of mafic 'dykelett'
Comment,DOWN INTERVAL GRADUAL CHANGE FROM RHD TO SED QTZ PHENOS REDUCE AND 5mm ROUND CLASTS INCREASE *PET*
Comment,downslope dispersion. cgn with some nod. frags.
Comment,downslope dispersion from west to east. coarser than thr114.
Comments,downslope loose metased + ironstone
Comment,"""DOWNWARDS FINING SDST, POORLY SORTED, CLAST SUPPORTED, ROUNDED CLASTS"""
description,D O XSO + MINOR SILCRETE + FEW PISOLITES.
Comment,D PL TO R COL RSP.
Comments,dramatic increase in talc content
description,D R/BR/GY XCY + MINOR SANDY SILCRETE.
Comments,Drdbr clay + dbr hem-goe chips - hole making fresh water from 110m (small flow)
Comments,Drdbr dense mod hard enriched BIF - drdbr streak on plate
Comments,Drdbr dense mod hard enriched BIF - minor grey streak on plate
Comments,Drdbr friable enriched BIF - drdbr streak on plate
Comments,Drdbr hem-enriched BIF - HOM
Comments,Drdbr hem-rich chips
Comments,Drdbr hem-rich enriched? BIF
Comments,Drdbr hem-rich enriched? grit + BIF + chery BIF
Comment,Drd brown mass we serc sapc clays with 2% white vn qtz
Comment,D rd gr mod ind sapc hemc clays w qtz to 3mm posy qtz phyric sdst of gg4?
Comments,"""Drdgy hem BIF - no vissible qtz bands, but grey streak on plate"""
Comment,D red mas sapc hem rich clays with purple ind chips and qtz to 3mm throughout.
Comments,drenched in silica black with creamy white silica spots; lots magnetite jumps on magnet
Comments,D R HM ALTN + 2-5% EX PY.
Lith_Desc,drilled
Comments,drilled @70
Comments,"""drilled down bedding, areas of vuggy core"""
Comment,"""DRILLED DOWN DIP, BRECCIA, FOLDED"""
Comments,Drilled down the dip of a minor fold.
Comments,Drilled down to 47m because
Comments,Drilled down to 47m because 
Comments,DRILLED IN CREEK
Comments,drilled target on 11/10/05 relogged dec 9
Lith_Desc,"drilled to 18m,restarted 7mW"
Comment,DRILLED TO BLADE REFUSAL/PUGGY CLYS-BLOCK HAMMER
Comment_2,DRILLER ABANDONED HOLE
Comment_2,DRILLER CANNED HOLE
Comments,driller complaining rods very tigh lost outside pressure
Comments,driller reports cavity
Comments,Driller service Rig for 1 hour
Comments,Drillers turnup @ 7.oo am 5/3/07
comments,Driller unable to  go deeper as rods were getting jamed and not rotating
Comments,Drilling began on mafic outcrop
Comments,drilling conditions.
Comments,"""drilling east from A33, mkc062 location"""
comments,Drilling intersected a void/stope.
Comment,drilling o/c oxif.
Comment,Drilling parallel to folded BIF
Comment,"""Drilling parallel to folded BIF, numerous folds: 132.8-135m"""
Lith_Desc,Drilling rate improved
COMMENTS,"""DRILLING STOPPED FOR 2HRS. RODS STICKING. REASSESS HOLE, WIDEN SHROUD BEHIND BIT & PROCEED SLOWLY"""
Comments,"""drilling through very hard ground, rich in qtz., chert, schist (& flint?).  Wate"""
COMMENTS,DRILL WEST OF 350-1 FOR LAT/NODULAR
comments,drk gy faf magnetic
description,D R/O FERRUGINOUS CLAY + SILCRETE.
Comments,Drop Actinolite Content
Comments,drop chip content
Comments,drop in chip content
Comments,Drop in iron content suggests proximity to base of ore zone.  End of Hole.
Comments,drop in magnetite content
Comments,drop in talc
Comments,drop magnetite content
Comments,Drop Off in Magnetism-Mafic Silvers?
Comments,drop off of talc
Comments,DRUZY QTZ RUBBLE - 3 COLLARS BLEW OUT 3 TIMES - 4th COLLAR SUCESSFUL
Lith_Desc,dry
Lith_Desc,dry.
Comment,Dry
Comment,DRY
Lith_Desc,dry 66-68m
Comments,"DRY				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2774	Karara_C	RH290	0	7	Fr_Ass	SSL									Fr	C			gy																							Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2775	Karara_C	RH290	7	50	Fr_Ass	SSL									Fr	C	D		RD																			"
Comments,"DRY				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2778	Karara_C	RH292	0	1	Czc	LUU									Czc	C			or																							Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2779	Karara_C	RH292	1	27	Ls_Aur	MSH									Ls	C	L		GN	RD																		SERP?/TA/CH/TREM?				Aur	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2780	Karara_C	RH292	27	41	Ls_Aur	MSH									Ls	C			gy																			LM EX CB?				Aur	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2781	Karara_C	RH292	41	55	Fr_Aut	UUU									Fr	M	L		GN	RD																						Aut	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2782	Karara_C	RH292	55	59	Fr_Aut	UUU									Fr	M	L		GN	RD		MUU																LESS GREASY THAN ABOVE-WEATHERING OR LITHO BOUNDARY?				Aut	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2783	Karara_C	RH292	59	62	Fr_Aut	UUU									Fr	M	L		GN	RD		MUU																"
Comments,"DRY				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2719	Karara_C	RH282	0	5	Fr_Ass	SSL									Fr	C			gy																							Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2720	Karara_C	RH282	5	45	Fr_Ass	SSL									Fr	M	D		RD																			MNR GY MOTTLING. EOH				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2721	Karara_C	RH283	0	4	Fr_Ass	SSL									Fr	C			RD	BR																						Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2722	Karara_C	RH283	4	53	Fr_Ass	SSL									Fr	M	D		RD																			EOH				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2723	Karara_C	RH284	0	1	Czc	LUU									Czc	C			or																							Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2724	Karara_C	RH284	1	8	Ls_Au	UUU									Ls	C	D		BR																			ABUND IRREG DGY VNQZ				Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2725	Karara_C	RH284	8	11	Ls_Au	UUU									Ls	C	D		BR																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2726	Karara_C	RH284	11	13	Ls_Au	UUU									Ls	C			br																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2727	Karara_C	RH284	13	15	Ls_Au	UUU									Ls	C	D		BR																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2728	Karara_C	RH284	15	17	Ls_Au	UUU									Ls	C			br																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2729	Karara_C	RH284	17	21	Ls_Au	UUU									Ls	C	D		BR																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2730	Karara_C	RH284	21	23	Ls_Au	UUU									Ls	C			br																							Au	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2731	Karara_C	RH284	23	24	Ls_Au	UUU									Ls	C			br																			"
Comments,"DRY				Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					mw
2793	Karara_C	RH294	0	7	Fr_Ass	SSL									Fr	C			gy																							Ass	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
2794	Karara_C	RH294	7	47	Fr_Ass	SSL									Fr	M	D		RD																			"
Lith_Desc,DRY CLAYS TO 46M
Comments,drycrack
Comments,dry crack
COMMENTS,"""DRY, EOH"""
COMMENTS,"""DRY,EOH"""
Lith_Desc,"dryer strongly sheared Sh,Ss"
Comments,"dry, graphitic powder, with trace chips"
Comments,dry graphitic powder with trace SBS chips
Lith_Desc,dry hole
Comments,dry joint
Comments,Dry loose channel sands
Comments,Dry mod ox mafic
Comments,dry pink clay saprolite
Comments,"dry, powder"
Comments,Dry puffy saprolite (felsic?)
Comments,dry samples
Lith_Desc,Dry samples
Comments,Dry samples   (Colour):  gnkh
Comments,dry samples to EOH
Lith_Desc,"dry sams dissem FeS,predom py"
Comments,Dry saprolite
Comments,Dry saprolitic greasy clay
Comments,"dry, small sample"
Lith_Desc,ds
Comments,(ds)
Lith_Desc,d.s.
Lith_Desc,DS
Lith_Desc,D.S.
description, DS 3 PY ALSO      
Comment,DS 3 PY ALSO
Comments,DS also.
Lith_Desc,(ds)cemented
Lith_Desc,(ds) cemented
Lith_Desc,d.s.cutin
Comment,D SEAM
Comment,D SEAM 35 - 35.4
Comment,D SEAM 38.5 - 39
Lith_Desc,D.S. Felsic Clay
COMMENTS,ds fm grained cubic py
Lith_Desc,dsLicoatedLff
Lith_Desc,"DS, Meta-sed't-wacke"
PRIM_DESCP,DSP
comments,ds py as? also
Lith_Desc,d.s.silicified
Lith_Desc,d.s.sil.Ka
Lith_Desc,d.s.sil.Ka cutin
Lith_Desc,d.s.sl.cemented
Major Desc,"""dss po and py in a msv fg bv, cn sin and ch altn on the sv of the veins."""
Major Desc,dss po and py in a msv fg bv. w tr bt altn.
Major Desc,dss po and py in a msv fg bv. w tr ch and posy after bt altn.
Lith_Desc,d.s.Tr.Ka
Comments,"""Ductile deformation of chert + strataform translucent quartz """"veins"""". """
Comments,"Ductile deformation of chert + strataform translucent quartz ""veins"". "
Comments,Ductile shear zone of mixed lithologies (possible mafic) with quartz veining and silicification; coarse grained arsenopyrite and fined grained pyrite common.
Lith_Desc,Due rod pull
Comments,Due to a safety reasons this hole has been terminated at 168m.
Lith_Desc,due to caving pisolites
Comments,due to lack of qtz and texture
Comments,"""Due to seepage of saline water from two full-filled sumps, hole had to be terminated."""
Comments,due to water injection 
Comment,"DULL,30%BRIGHTBANDS"
Comment,"DULLCOALBANDS,WAXY"
Comments,dull fine grained sprig
COMMENTS,DULL GOLD COLOUR SULPHIDES
Comments,Dull green-grey
Comments,DULL GREY  FELDSPARS LACK NOT TEXTURE OF TRACHYTE
Comments,DUNE ON LAKE EDGE
Comments,DUNE SAND
Comments,DUNE SAND MIN FEOX & SOX AGF
COMMENTS,dunite?
COMMENTS,dunite-cumulate
COMMENTS,dunite-cumulate rock
COMMENTS,dunite-olivine cumulate
COMMENTS,dunite/pyroxenite contact
Comments,DUNITE? SACCHROIDAL TEXTURE.
Comments,dunitic ultramafic
Comment,"""DUNKIN'S DLT, 500mm CHILLLED MARGIN, GRAINSIZE VARIATION FG-CG, CROWFOOT TEXTURE WITH INTERLOCKING ANGULAR CLT CRYSTALS AND SI BLEBS, CARB ALT AT BASAL CONTACT, 3m ZONE OF BRECCIATED QZ VEINS FROM 796.7m"""
Comment,Dunkin's Dolerite
Comment,DUPLICATE 46-49; HRC2939
Comment,DUPLICATE 46-50; HRC2902
Comment,DUPLICATE 6-10; HRC2973
Comment,DUPLICATE IH1361
Lith_Desc,Duplicate-P12192a 76-80m
Lith_Desc,Duplicate-P12195 64-68m
Lith_Desc,Duplicate-P12196 40-44m
Lith_Desc,Duplicate-P12197 48-52m
Lith_Desc,Duplicate-P12198 36-40m
Lith_Desc,Duplicate-P12199 52-56m
Lith_Desc,Duplicate-P12200 60-64m
Lith_Desc,DUPLICATE P12324 92-96m
Lith_Desc,DUPLICATE P12343 64-68m
Lith_Desc,DUPLICATE P12365 60-64m
Lith_Desc,DUPLICATE P12387 80-84m
Lith_Desc,DUPLICATE P12409 64-68m
Lith_Desc,DUPLICATE P12445 52-56m
Comment,DUP SAMP; 32-36M;K290
Comment,DUP SAMP;47-51M; K306
Comment,DUP. SAMP IH1520
Comment,DUP SAMP K049; 55-60M
Comment,DUP SAMP K103; 49-54M
Comment,DUP SAMPLE IHM243
Comment,DUP SAMP TP149
Comment,DUP SAMP TP208
Comment,DUP SAMP TP220
Comment,DUP SAMP TP221
Comment,DUP SAMP TP236
Comment,DUP SAMP TP279
Comment,DUP SAMP TP293
Comment,DUP SAMP TP307
Comment,DUP SAMP TP349
Comment,DUP SAMP TP350
Comment,DUP SAMP TP368
Comment,DUP SAMP TP383
Comment,DUP SAMP TP392
Comment,DUP SAMP TP406
Comment,DUP SAMP TP418
Comment,DUP SAMP TP425
Comment,DUP SAMP TP441
Comment,DUP SAMP TP448
Comment,DUP SAMP TP455
Comment,DUP SAMP TP464
Comment,DUP SAMP TP473
Comment,DUP SAMP TP480
Comment,DUP SAMP TP613
Comment,DUP SAMP TP628
Comment,DUP SAMP TP642
Comment,DUP SAMP TP655
Comment,DUP SAMP TP665
Comment,DUP SAMP TP677
Comment,DUP SAMP TP687
Comment,DUP SAMP TP696
Comment,DUP SAMP TP708
Comment,DUP SAMP TP728
Comment,DUP SAMP TP729
Comment,DUP SAMP TP739
Comment,DUP SAMP TP757
Comment,DUP SAMP TP763
Comment,DUP SAMP TP770
Comment,DUP SAMP TP788
Comment,DUP SAMP TP802
Comment,DUP SAMP TP813
Comment,DUP SAMP TP831
Comment,DUP SAMP TP847
Desc13,dur
Comments,DURCIRUST + OCC PISOS
Comments,DURCIRUST + PISOS + QTZ
Comments,duricrust
Comment,duricrust?
Comments,DURICRUST
Comment,Duricrust and clayey saprolite
Description,"""Duricrust (consolidated) containing Czlp(Aci), 80% CY matrix"""
Description,Duricrust (consolidated) containing FE-rich lag and lithic fragments
Description,Duricrust (consolidated) containing large size interval of Aci saprolite
Description,Duricrust containing 40% FE-nodoles
Comments,"""Duricrust, ferruginous, abundant pisolites"""
Comments,duricrust-ferruginous nodular saprolite
Comments,"""Duricrust: hard, iron cemented pisolites"""
Comments,"""Duricrust; Hrd, cemented, dusty, goethite rich"""
Comments,duricrust is now slightly softer with more clay.; last 30cm disaggregated
Comments,Duricrust/oxidised clay with CH fragmented bands
Comments,duricrust partially laterised
Comments,duricrust + pisolites
Comments,DURICRUST + QTZ
Comment,"""DURICRUST, QTZ SAND"""
Comments,duricrust - rounded sand grains in a fg yello or orange duricrust/silicified groundmass
Comments,duricrust-saprolite
Comment,"""DURICRUST&SND. DURICRUST-WEAKLY FERRUG SND&SLT, COFFEE ROCK"""
Comment,"""DURICRUST-WEAKLY INDURATED FERRUG SND&SILT, COFFEE ROCK, Murchison cement"""
Comment,DURICRUST-WEAKLY INDURATED FERUG SND&SILT
Comment,DURICRUST-WEAKLY INDURATED SAND&SILT
Comment,"""DURICRUST-WEAKLY INDURATED SND&SILT, COFEE ROCK"""
Comments,duricrust with a calcrete overprint
Comments,duricrust with magnetic nodules
Comments,duricrust with mgh magnetic nodules
PRIM_DESCP,DUST
Comments,dusted w vfg py assoc w vns?
Comments,"""dust of shale incorporated at top of unit, high brecciated moderately to strongly silicified, qtz carb 4%, all deformed late sil vein 1% undeformed"""
Comments,dusty grey qtz 2% fg&cg py
Comments,dusty grey qtz 30% fg&cg py
Lith_Desc,Dusty pyrite
Desc11,dy
Desc12,DY
description,D Y/BR CLAY
Comments,D Y/BR RCY + INDURATED CHERTY BROWN CHIPS
description,D Y/BR RCY + INDURATED XIR.
Comments,DY CHIPS CONTAIN QTZ SAND GRAINS
Comments,dyk?-diff lithol?
Lith_Desc,dyke
comments,Dyke
comments,DYKE
Comment_2,DYKE?
comments,Dyke - some pyrite
description,D Y RCY.
description,D Y RCY + INDURATED CHIPS.
Comments,D Y RCY + XIR - FEW PISOLITHS
description,D Y XCY + MINOR XSI + MINOR PISOLITES.
PRIM_DESCP,E1
Desc14,ea
Comments,each meter has a diferent colour; its mainly goethite with a few meters with hematite. Very weathered sometimes its just clay.
Desc14,EAR
Comment,Earlier phase intrusive ? Distinct chill margin at lower contact.
Comment,Earthy
Comment,"""EARTHY, 5% PIS"""
Comments,earthy feruginous
Comments,earthy; friable soil and surface colluvium
Comment_2,earthy textured dissem aspy + po aggregates
Comment_2,earthy textured po mineralisation + ta-cl+/-serp umf
Comment,EASILY
Comments,easily scratched
Comments,easily scratched.
Comments,easily scratched and crumbled;
Comments,easily sctatched; few biscuity areas;
Comments,easily sieved powder
Comments,easily sieved when wet
Comments,"""Eastern BIF? quite cherty, regular ~1cm bands of chert and thinly laminated bands of magnetite  """
Comments,"""*EASTERN BIF SULPHIDE MARKER HORIZON UNIT!*, overall 50% Aci_D, 30% PO, 20% PY but variable across unit"""
Lith_Desc,Eastman -56o
COMMENTS,EAST OF URELLA FAULT
comments,edges very coarse (plag up to 10mm) and chloritic inclusions and veins close to deeper contact
Lith_Desc,Edpidate manett travaline
Desc11,EG
Comment,"""eguigranular fs phyric dacite with mafic mineral, flow banded contact"""
Comments,egular quartz vein from 60-90% with greenish grunerite bearing wisps and inclusions
Comments,EHM suspect
COMMENTS,EHM suspect M?
COMMENTS,either consistent 5% qv or relict qz from porphyry
comments,either interfingering with MBF above or contamination to 364m
Comments,either intrusive or dolerite
Comments,either laterite cap or ironstone
Comments,either mafic or sed
Comments,either mafic schist or shales
Comments,"either qv or cherty chips, hard to tell"
Comments,either schist or shale
Lith_Desc,Either sil'd shale or felsic
Comments,Either strong cht alt or ultramafic rock
Comments,"either ultramafic shist or shale? 5% return, wet"
Comments,Either Upx on Coarse Amphibolite
Comments,Either weathering down fracture of contamination
Comments,ELEVATED SILICA
Lith_Desc,elluvial qtz
Comment,"""ELONGATE ANGULAR PUMICE, 1-3mm QTZ, RARE SLST LAMINAE"""
COMMENTS,elongate bladed brown ?augite crystals
Comment,ELONGATE CLASTS OF DARK AND PALE DACITE DEFINE BRDDING
Comment,Elongate clt altered wisps after f'spar?  Amount of brecciation & qz-ca veining variable down interval
Comment,"""elongated / orientated fs to 823m; squat, randomly orientated fs; fs orientated // foliation again below 838m"""
Comment,elongate feldspar
Comment,Elongate feldspars 1-2mm occassional small quartz
Comment,"""Elongate feldspar, small quartz, small breccia 532.2-532.8m, if mix SC3 and POST DAC difficult to distinguish contacts"""
Comment,"""Elongate foliation parallel clt altered clasts ? After f'spar, abundant <1mm ?f'spar as above, occasional rounded to subrounded <2mm qz"""
Comment,"""Elongate f'spar parallel to foliation, predominantly <3-4mm and up to 6mm when stretched. Abundant biotite flecks/patches"""
Comment,"""elongate hbl/pl, interlock"""
Comments,"elongate hbl/pl, interlock"
comments,"""elongate lath-like min (tm ?) replaced by ch (?), same as in GXDD0016"""
Comments,elongate light green aegerine? to 1cm long; local reibiekite and aegerine; local quartzite beds with patchy distribution; coarse epidote associated with quartz veins;disseminated hematite specks 
Comment,"""Elongate, often ca altered f'spar where preserved"""
Comment,"""ELONGATE PUMICE TO 1cm, ABUNDANT 1-2mm QTZ"""
Comment,"""Elongate stretched clasts to 5cm, FPH 2-4mm, abundant 2-3mm rounded qtz"""
Comment,"""ELONGAT FPH, QTZ TO 1mm"""
Comment,Elong clasts w wk se altn
Comment,"""Elong fsph's // to fol, pheno's typ 2-5mm, dominantly 2-3mm. Mnr <1mm qtz through out. Strongly QZCA veined, g'mass is clt and bi alt."""
Lith_Desc,eluvial soil to 30m
Description,Eluvium/laterite?
