Comment,"""Apparent fractures filled dlt - like / sandy, strongly chloritic minerals. Poss fluid migrating ? Softer than host rock, pat alt, some jig fit frac/brecciation."""
Comments,apparent layering 1mm
Comment,apparently aphyric (aletered) version of FSPH dacite above
Comment,"""Apparent reworked sediment with clast of dacite? Siltstone and jaspar in sandy dacitic matrix foliation and alteration wraps clasts, slightly graded succession from coarse clast to fine clast component. Possible polymict breccia."""
Comments,"""Apparent transition from 'baked' GRD shale to soft BK 'very lightly baked' shale interval, large PK GA/KF ppbs condensed around Fw (see photo)"""
Comment,Apparnt FTO- MBA transition
Lith_Desc,appears alluvial
Description,"""Appears altered to g/schist facies mineral assemblage on both Hw and Fw contacts, wk. fol."""
Comments,Appears as 144.2-144.75m but moderately magnetic
Comment,Appears brecciated with biotite flecks throughout?
Comment,"""appears bx in part, <5mm subrounded to rounded qz phenos in a patchy si and wispy to patchy se altered g'mass, stringer sphal with dissem galena and minor dissem sphal"""
Comments,appears cemented concretions
Comment,Appears contact metamorphosed with DAC
Comments,appears fiberous (asbestous?)
Comment,Appears finer grained probably due to foln intensity
Lith_Desc,appears Fp
Lith_Desc,appears gossanous
Comment,appears like a dlt but poss lamprophye dyke awaiting *PET* from another hole
comments,appears massive but when break open
Lith_Desc,appears ore mafic
Lith_Desc,appears sedimentary
Comments,APPEARS SILICIFIED
Comments,APPEARS TO BE A BLACK SHALE
Comments,"""Appears to be a cavity into which vcg subhedral quartz crystals have grown, matrix is talc.  Quartz crystals have carbonate (?)alteration 'auras'. """
Comments,"Appears to be a cavity into which vcg subhedral quartz crystals have grown, matrix is talc.  Quartz crystals have carbonate (?)alteration 'auras'. "
Comment_2,appears to be a chloritic mafic schist
Comment_2,appears to be a dolerite
comments,appears to be a lot of contamination???
Comment_2,appears to be a mafic agglomerate
Comment_2,appears to be a mafic- chloritic schist
Comment_2,appears to be a metased
Comment_2,appears to be an intermediate volcanic
Comments,APPEARS TO BE A PARTIALLY OXIDIZED TA-CB SCHIST
Comment_2,appears to be a prodominantly quartz with minor biotite schist
Comment_2,appears to be a qtz-ch-sericite schist
Comment_2,appears to be a qtz-sericite schist
Comment_2,appears to be a quartz-chlorite schist
Comment_2,appears to be a siliceous basalt
Comment_2,appears to be a siliceous um
Comments,appears to be a talcose schist
comments,"""Appears to be haematite amongst ultramafic, large percentage and alos contains magnetite. Distinct blood red however it is also foliated"""
comments,"""appears to be highly altered sediment bands with frequent cb veining thru, except at lower contact mt banding crosscuts and continues into 'sediment' band"""
COMMENTS,APPEARS TO BE LATERIZED XLP
Comment_2,appears to be metasediment
Comments,"Appears to be more competent core, pisolitic  with goethitic matrix, clay infilling small vugs."
Comment_2,appears to be predominantly quartz with minor biotite schist
Comments,"""APPEARS TO BE RELATIVELY FRESH, UNALTERED BASALT WITH TRACES OF DS SULPHIDES"""
comments,Appears to be same intrusion as above but intensely bt altered and only 2mm py lathes either side of veins.
Comment,"""APPEARS TO BE SOURCED FROM SC4 DAC, POSSIBLY SC3, RESEMBLES SC4 SDST IN GVDD010"""
Comments,appears to be talc-biotite schist
comments,"appears to be transported, dense clay, pisolites???"
Comments,Appears to be ultramafic clays.
Comments,appears to have carbonate
Comment_2,appears to have replacement texture/ brecciated
Lith_Desc,appears transported
Comments,APPEAR TO BE TRANSPORTED CLAYS- MALLABLE DEPLETED CLAYS
COMMENTS,APPLE G CY = EX U
Comment,apple gr clays and lmn col clay.
Comment,apple gr col clays and lmn clay.
Comment,apple gr col clays->um
Comments,"Applegreen and green saprock, greasy clay in composition with visible textures after tremolite, limonitic veining 15-16m, altered near granite contact?"
Comments,apple green clay
Comments,APPLE GREEN CLAY
Comments,apple green clay - mafic sediments or intrusive?
Comments,apple green clay nodules
Comment,apple green clays
Comment,apple green clays.
Comments,APPLE GREEN  CLAYS
Comments,APPLE GREEN CLAYS.
Comments,APPLE GREEN CLAYS AND PRESENCE OF TALC INDICATE ULTRAMAFIC PRECURSOR
Comment,"""apple green clays, greasy feel"""
Comments,"apple green clays, greasy feel"
Comment,"""apple green clays, greasy feel, Hi-mg mafic parent, EOH."""
Comments,"apple green clays, greasy feel, Hi-mg mafic parent, EOH."
Comments,"apple green clays, greasy feel, manganese present, prob U'mafic/hi-mg mafic"
Comment,"""apple green clays, gritty, contain fine rndd qz grains, prob after Archaean sed"""
Comments,"apple green clays, gritty, contain fine rndd qz grains, prob after Archaean sed"
Comments,APPLE GREEN CLAYS INDICATE UUN PRECURSOR
Comment,"""apple green clays, mafic parent"""
Comments,"apple green clays, mafic parent"
Comment,"""apple green clays, mafic parent, EOH."""
Comments,"apple green clays, mafic parent, EOH."
Comments,apple green clays; mix of silty sediment and BIF
Comments,apple green clays present
Comment,"""apple green clays present, prob mafic parent, EOH."""
Comments,"apple green clays present, prob mafic parent, EOH."
Comment,"""apple green clays present, relict massive, mgn dolerite as parent, EOH."""
Comments,"apple green clays present, relict massive, mgn dolerite as parent, EOH."
Comment,"""apple green clays, prob mafic parent, EOH."""
Comments,"apple green clays				Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
5259	Karara_C	RL133	0	1	Qas	LUU									Qas	C			RD	OR																						Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
5260	Karara_C	RL133	1	6	Qahp	LUU									Qahp	C			RD	BR																						Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
5261	Karara_C	RL133	6	9	Lf_Czl	LUU									Czl	C			or																							Lf	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
5262	Karara_C	RL133	9	14	Lm	LUU									Lm	C			RD	BR																		"
Comment,"""apple green clays, slightly greasy feel"""
Comments,"apple green clays, slightly greasy feel"
Comment,"""apple green clays, slightly greasy feel, hi-mg mafic parent? EOH."""
Comments,"apple green clays, slightly greasy feel, hi-mg mafic parent? EOH."
Comments,"apple green clays, strongly fol'td, weakly silicified"
Comments,apple green clays with abundant ferruginous nodules
Comment,apple green clays with ferruginous/lateritic nodules
Comment,apple green clays with ferruginous nodules
Comment,"""apple green clays with ferruginous nodules, prob mafic parent, EOH."""
Comments,"apple green clays with ferruginous nodules, prob mafic parent, EOH."
Comment,apple green clays with lateritic nodules
Comment,apple green clays with minor ferruginised particles
Comments,"apple green clays with minor weakly ferruginised frags				Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
4736	Karara_C	RL006	0	1	Qas	LUU									Qas	C			RD	OR																						Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
4737	Karara_C	RL006	1	2	Qahp	LUU									Qahp	C			RD	BR																		hardpan not well developed				Reg	Minjar Database.mdb tblGeology DavyhurstGBG_Database					hw
4738	Karara_C	RL006	2	7	Lx	LUU									Lx	C			RD	BR																		"
Comment,"""apple green clays with minor weakly ferruginised frags, weakly silicified. Posss"""
Comment,APPLE GREEN COL CLAY-NONTRALITE?
Comments,apple green color
Comments,APPLE GREEN COLORED CHIPS
Comments,APPLE GREEN COLOURATION
COMMENTS,Apple green coloured chips
COMMENTS,Apple green coloured CO3? Alteration
COMMENTS,Apple green coloured saprolite
COMMENTS,Apple green coloured ultramafic?
Comments,Apple green mafic saprolite
comments,"""apple-green mineral in qtz [epidote/olivine?], qtz dominant; fault?"""
COMMENTS,Apple green puggy clay
COMMENTS,Apple green saprolite
COMMENTS,Apple green saprolite clay
Comments,apple green saprolitic clays
COMMENTS,Apple green/tan saprolite clay
Comments,apple green t'ported? clays
COMMENTS,Apple green ultramafic clays
Comments,apple green with chalcedony
Comments,apple to lime green clays
Comments,APPLIE GREEN CLAYS = UUN PRECURSOR?
Comments,"""APPLIE GREEN CLAYS = UUN PRECURSOR? FRESH QUARTZ, HIGHLY WEATHERED SPU."""
Lith_Desc,appr.0.4m of mulloch
Comments,appr. 1/4 to 1/3 of core is q/py/cp vein; ? ~5 along fracture
Comments,appr. 50/50 ratio of MVB/Q-py vein
Description,"""Appraoching granulite facies meta., v. str. mag., 2-tone BK and WH pattern"""
COMMENTS,Appreciable cemented glauconitic sandstone
COMMENTS,Appreciable highly oxidised light green glauconitic clays observed
COMMENTS,Appreciable laterised quartz sandstone
COMMENTS,Appreciable moderately oxidised brown glauconitic sandy clay nodules
COMMENTS,Appreciable SCLSG contamination
Comments,"""Approaching """"Best BIF Zone"""""""
Comments,"""Approaching 'Best BIF Zone', Hw contact= ~198m, Fw contact= ~198.73m"""
Description,"""Approaching best MT zone, similar to 70.20-70.68m, but bands now cm-scale"""
Comments,approaching MAM
Description,Approaching TOFR
Comments,Approx 10% Jasper
Comments,APPROX 10% MSC
Comments,APPROX 10 PERCENT DISSEM PYRITE.
Comments,APPROX 1 PERCENT DISSEM PYRITE.
COMMENTS,approx 20cm of ASA
Comment_2,approx 20cm of ASA on top.
Comments,Approx. 20% massive-MT intervals
Comments,Approx. 20% massive-MT intervals generally <0.1m thick present
Comments,Approx. 30% massive-MT intervals present
Comments,Approx. 40% massive-MT intervals present
Lith_Desc,Approx 50/50 Quartz and fresh foliated basalt with minor bioitite.
Comments,approx. 50/50 ratio q vein/MVB; rare dissem py; minor cl alteration
Comments,Approx 5% Jasper
Comments,APPROX 5% MICACEOUS SCHIST.
Comments,APPROX 5 PERCENT DISSEM PYRITE.
Comments,approx alpha
Comments,approximate
Comments,Approximate end of fracturing and oxidation (as has occurred from 36m)
Comments,Approximately 10° -  not planar.
Comments,APPROXIMATELY 60 PERCENT REPLACEMENT OF MAGNETITE
Comments,Approximately fresh rock but not yet at TOFR
Comments,Approximate measurement.
Comments,approximate measurement from PQ core using HQ sized Kenometer.
Comments,Approximate measurement. Very strong foliation
Comments,aprox 0% Vb within mbm
Comments,"aprox, 50% Vb within mbm"
Comments,aprox 5>10% fpr & quartz phenocystis
Comments,aprox 60% Vb within fcf
Desc13,apy
Comment,"""APY DS WITHIN TCSC, MJ ALT-TALC."""
comments,"Apy in core of kinem. indic., with qz in P.Shadow"
PRIM_DESCP,Aqacs
PRIM_DESCP,Aqas
PRIM_DESCP,AQAS
PRIM_DESCP,Aqccl
PRIM_DESCP,Aqfa
PRIM_DESCP,AQFA
PRIM_DESCP,Aqss
Lith_Desc,aqua blue clay
Comment,AQUA GREEN AND OC COL RLC.
Comment,Aquifer fault
Comment,Aquifer-style secondary carbonate
PRIM_DESCP,Aqzc
Comments,aranose zone qtz
Comment,arbitrary contact with GG6; massive sdst/pumice sdst; rare bedding evidence; occasional thin bands dissem py; Ca babding/blotches evident; minor qzca veining
Comment,"""arbitrary-gradual change to mod-str fol more sericitic dacite, few vis fs; fine cubic py common; gn clt wisps/patches abundant parallel to fol"""
Comments,ARCHAEAN GRANITE
Comments,archaean mafic? foliated dolerite
Comments,ARCHAEAN UNCONFORMATY
Lith_Desc,Archaen clay???
Desc14,are
Desc13,ARE
Comment,Areas of unaltered POST DAC fingers
Comments,ARENACEOUS SST
Comments,ARENITE
Comments,ARENITE BASE 104-106M
Comments,? Are these 2 separate generations of granite
Comments,Are these mottles?
Comments,argillaceous
Comments,Argillaceous fractured saprolite
Comments,argillaceous siltstone; very fine grained; finely bedded; EOH= 350.4m
Comments,"argillaceous, silty"
Comments,Argilliceous zone with wispy qtz beds & pyritic veinlets.
Comments,arkose
Comments,arkose - rounded quartz in ka-cy matrix
COMMENTS,ARKOSIC SSH
Comment,"""arnt/qr with serc altn, fow."""
comments,around 2% patchy po
Comments,Around 50% massive-MT bands within Aci_C (see photo)
comments,"""around 5% sulphides, dominantly py, perhaps 2% po"""
comments,Around 80% qz feldspar veining with some FeO staining
COMMENTS,ARPY/PYROTITE
Comments,arrogenous clay
Comments,Arseno?
COMMENTS,ARSENOPYRITE
COMMENTS,ARSENOPYRITE-5MM COVERING ON ONE FRGMT
Comments,Arsenopyrite disseminated in a sheared zone btn 56.7;59.5m; particularly associated with foliations & qtz veining.  Qtz veining with disseminated pyrite locally.  Minor chloritic thin bands in upper part of unit.  Thin beds occurring from 60.5;63.4m
COMMENTS,ARSENOPYRITE. HOLE TERMINATED DUE TO POOR MINERALISATION
comments,"""arsenopyrite traces, chlorite alteration visible in quartz"""
COMMENTS,ARSENOPYRITE. WK RXN
Comments,arsere pyrite (dim)
Comments,arsero pyrite
COMMENTS,ARSPY
Comment,Artifically transported earthworks
Comment,Artifically transported material
Comment,Artificially transported seds (earthworks)
Lith_Desc,artinoid pisoliths
Desc11,as
Comments,As 0- 15m
Comments,As 0-2.6m
Comments,As 0-4.8m
Comments,As 100.57-102.2m
Comments,As 100.73-101.62m
Comments,As 101.20-102.96m
Comments,"""As 101.20-102.96m, minor SH bands"""
Description,As 102.03-102.34m
Comments,As 102.05-105.85m
Comments,As 102.7-108.1m
Comments,As 103.46-148.05m
Comments,As 103.46-148.05m (increase in MT g/s)
Description,As 103.50 to 115.70m
Description,"""As 103.50 to 115.70m, minor GU and aegirine present"""
Comments,As 103.65-104m but strongly magnetic
Description,"""As 104.70-108.19m, non-mag."""
Comments,As 105.04-112.61m
Comments,As 107.14-107.29m
Description,As 107.54 to 108.88m
Description,"""As 107.54 to 108.88m, however more c/g and greater aegirine-augite%"""
Comments,As 107.95-110.05m (non-magnetic)
Description,"""As 108.19-110.22m, GA ppbs, CH boudins"""
Description,"""As 108.19-110.22m, wk/mod. Mag., GA ppbs, CH boudins"""
Description,"""As 108.88 to 109.64m, however Aan intervals present"""
Comments,As 109.05-111.05m
Description,As 11.00-15.40m
Description,As 11.00-17.20m
Comments,As 110.1-112.4m
Comments,"""As 110.1-112.4m, very poor RQD"""
Description,As 110.95-114.47m
Comments,"""As 110.97-117.97m, subordinate non-magnetic Aan intervals present, Fw contact= ~135.7m"""
Comments,As 111.05-111.3m
Comments,As 111.6-114.4m
Description,As 11.20-12.20m
Comments,As 112.55-113.20m
Comments,As 112.6-114.25m
Comments,As 112.90-120.22m
Comments,As 114.71-117.2m
Description,As 115.26-115.45m
Comments,As 115.3-120.65m
Comments,"""As 115.3-120.65m, MI-AM% increases towards Fw contact"""
Description,As 115.70 to 127.10m
Comments,As 116.2-118.9m
Description,"""As 117.02 - 122.38m, diminished banding, leucocratic"""
Comments,"""As 117.97-118.49m (poorly foliated, non-magnetic), Hw contact= ~123.75m"""
Description,"""As 118.09-118.15m, bands of very coarse grained CL present"""
Description,As 118.15-122.10m
Description,"""As 118.15-122.10m, barren c/g QT intrusion at 126.43-126.48m, dissem. PO and CP"""
Description,"""As 118.15-122.10m, contains intervals of more str. fol. Aodpx"""
Comments,As 118.55-144.5m
Comments,"""As 118.55-144.5m, extremely abrupt Fw contact"""
Comments,As 118.85-121m
Description,"""As 120.48-129.38m, 'Best' MT-zone, approaches granulite facies meta."""
Description,"""As 120.48-129.38m, 'Best' MT-zone, includes Avqt (+1%PY) from 140.73-140.87m"""
Description,As 12.10-12.75m
Comments,As 121.37-121.54m
Comments,As 121.54-121.66m
Comments,"""As 121.8-154m, poor RQD interval: 164.3-165.1m"""
Description,As 12.30 to 14.75m
Comments,As 123.77-124.25m
Comments,As 123.82-126.51m= sulphide-rich massive=MT
Comments,As 124.25-126.31m
Comments,As 124.49-127.31m (moderately magnetic)
Comments,As 126.51-134.54m= sulphide-rich Aci_E
Comments,As 127.13-127.41m
Comments,As 127.8-128.1m
Description,"""As 129.85 -139.86m, however greater % CL"""
Description,As 130.85-132.59m
Comments,"""As 130.96-136.81m, moderate-strongly magnetic, Fw contact= ~137.5m"""
Comments,"""As 134.16-151.68m, strongly magnetic"""
Comments,"""As 134.16-151.68m, strongly magnetic, major fracture parallel to drilling: 155.35-156.25m"""
Comments,"""As 135.54-136.71m (sheared +PO-PY rich), retrograde KF PK-CW ppbs present"""
Comments,As 138.73-141.51m
Description,As 138.90 to 145.00m
Description,"""As 139.86 - 139.96m, strong gneissic banding"""
Description,As 139.96 -140.90m
Description,"""As 141.13-141.77m, g/s increases over interval towards Fw"""
Comments,As 141.51-141.60m
Comments,As 143.93-148.06m
Comments,As 144.25-153.6m
Comments,"""As 144.85-146.59m but greater% f.v. and decreased PO%, GA/KF ppbs present, typical N.M.S.U., rare MT-rich bands"""
Comments,"""As 144.9-146,65m"""
Description,As 145.00 to 146.05m
Comments,As 145.30-150.5m
Comments,As 147.15-148.3m
Comments,As 14.7-15.6m but 'canga' formation and 10% CH-fragments present
Comments,As 147.71-157.69m (non-magnetic)
Comments,As 148.05-149.30m
Comments,As 148.05-149.30m (decrease in MT g/s)
Comments,As 148.5-152m
Comments,As 149.14-149.53m
Comments,As 149.53-152.08m
Comments,"""As 149.53-152.08m, subordinate BI-rich intervals, CH%+PO% increases across interval"""
Comments,As 149.6-153.1m
Comments,As 150.3-151.8m: graded bedding
Comments,"""As 150.68-154.01m, subordinate <0.1m shale bands"""
Comments,As 151.68-152.38m
Comments,As 15-18.5m (original CH banding preserved)
Comments,"""As 152.35-154.45m, *END OF MAIN BIF UNIT*"""
Comments,As 152.60-165.72m
Comments,As 153.6-184.4m
Comments,"""As 154.13-166.13m, poorly banded"""
Comments,"""As 154.44-155.40m, disseminated euhedral PY within CH bands"""
Comments,As 155-162.67m
Comments,As 156.49-159.61m
Comments,"""As 156.49-159.61m, Ash bands (friable) common"""
Comments,As 156.6-159.35m
Comments,As 157.0-162.5m
Comments,"""As 157.37-159.20m, weakly foliated, chill margin on Fw contact"""
Comments,"""As 157.6-159.52m, CH% increases/AM-CL% decreases"""
Comments,As 159.20-161.27m
Comments,As 159.21-159.96m but non-magnetic
Comments,As 159.5-160.05m
Comments,As 159.77-159.91m
Comments,As 159.95-161.28m
Comments,As 160.2-164.9m
Comments,As 161.28-161.40m
Comments,"""As 161.53-163.51m, brownish tinge= BI, sharp Fw contact boundary, Hw contact= ~166.4m"""
Comments,As 162.67-163.00m
Comments,"""As 163.25-165.8m, PO-bleb at 166.75m"""
Comments,As 164.75-199.86m but MT g/s increased to CG-VCG (= 'Best' MT Zone?)
Comments,"""As 165.12-169.06m, CH% increasing, only moderate-strongly magnetic, Fw contact= ~169.7m"""
Comments,As 165.25-165.45m
Comments,"""As 16.5-25.5m, HM-shale, 0% RQD, Hw contact= ~28m, Fw contact= ~28.5m"""
Comments,As 165.45-166.08m
Description,"""As 165.48- 167.27m, large well developed QT crystals"""
Description,As 165.88-176.21m
Comments,As 1-6.5m
Comments,As 167.2-172.25m
Description,As 167.50-168.90m
Comments,"""As 169.4-177.4m (CH-poor), melanocratic"""
Comments,"""As 169.76-170.58m (CH-absent) but non-magnetic, gradual transition to gneissic textured Aan towards Fw"""
Description,As 170.00 - 170.01m
Comments,As 170.7-172.2m
Description,As 171.00 - 173.17m
Description,As 171.00 -173.17m
Description,"""As 171.00 - 173.17m, MT% increase towards Fw contact until 100% MT"""
Comments,"""As 171.33-171.97m (various non-magnetic separator units: KF ppb-rich baked shale, Aan, QT-FD schist ect.)"""
Comments,As 171.52-171.71m but magnetic
Comments,"""As 172.2-180.8m, minor SH bands present"""
Comments,As 172.2-180.8m (SH-absent)
Comments,"""As 174.05-175.25m, non-weakly magnetic"""
Comments,As 174.93-177m but increased PO%/decreased MT% (weakly magnetic)
Comments,As 175.0-177.85m
Comments,As 175.0-177.85m (mafic tuff?)
Comments,As 175.0-177.85m or altered mafic intrusive
Comments,As 175.9-178.9m
Comments,As 176.65-177.25m
Comments,"""As 176.65-177.25m, PO-rich"""
Comments,As 177-181.23m
Comments,As 177.4-182.4m
Comments,As 177.4-182.4m (CH as <<mm-scale laminations)
Comments,As 177.5-180.23m
Comments,As 177.85-182.25m
Comments,"""As 177.85-182.25m, weak-moderately magnetic"""
Comments,As 179.95-183.8m
Description,As 180.40 to 192.20m
Comments,As 180.8-181.4m
Description,As 182.20-184.77m
Comments,"""As 182.84-197.49m, Hw contact= ~198m"""
Comments,"""As 182.84-197.49m (QT-FD dominant), non-magnetic, subordinate AM-MI rich intervals"""
Comments,As 183.8-184.0m
Comments,As 184.5-191.5m
Comments,As 185.0-190.8m
Comments,As 185.9-191.15m
Comments,"""As 18.80-25.90m (CH bands replaced/absent), soapy lime green mineral present"""
Comments,As 188.3-191.4m
Comments,"""As 188.3-191.4m but grain-size now FG-MG (i.e. """"best"""" zone of Eastern BIF), lower contact (at 212.5m) difficult to determine"""
Comments,"""As 188.3-191.4m, difficult to determine lower contact, disseminated PY throughout, PO blebs: 258.6m, 259.8m"""
Comments,"""As 188.3-191.4m, PO bleb at 218.15m"""
Description,As 189.17 - 189.33m
Description,"""As 190.57-193.54m,"""
Comments,"""As 191.10-192.09m, rare thin CL-bands"""
Comments,"""As 191.10-192.09m, rare thin CL-bands, trace barren QT-CB veins <0.1m present, rare Aan bands <0.1m thick"""
Comments,As 191.23-191.44m
Comments,As 191.23-191.44m but BR due to BI-alteration
Comments,"""As 191.23-191.44m, sheared Aod (m/g) intervals present"""
Description,As 192.20 to 194.40m
Comments,As 195.33-195.99m
Comments,As 195.94-198.25m but moderately-magnetic
Comments,As 195.94-198.25m but non-magnetic
Comments,"""As 19.60-22.0m, 2cm-wide CB veins near Hw"""
Comments,As 196.29-200.27m but non-weakly magnetic
Comments,"""As 197.49-198.00, moderately magnetic"""
Description,As 197.69-197.76m
Comments,"""As 198.90-205.30m, slightly decreased MT%"""
Description,As 20.15-24.00m
Comments,As 202.80-209.96m
Description,"""As 203.61-205.44m, >cm-scale banding, mod. mag."""
Description,"""As 203.61-205.44m, mod. magn, sharp Hw contact"""
Description,As 204.05 to 207.87m
Comments,As 204.15-204.8m
Comments,As 205.25-205.38m
Comments,"""As 206.74-207.23m, Afu with subordinate MT-bearing >cm-scale Ash bands, Afu:Ash ratio decreases towards Fw"""
Comments,As 207.35-208.15m
Description,As 207.78-208.75m
Comments,As 208.60-213.63
Comments,"""As 208.60-213.63m, Fw contact= ~244.6m"""
Description,"""As 208.75-209.33m, bands of massive c/g CL"""
Comments,As 209.25-209.6m
Comments,As 210.05-216.39m
Comments,As 210.57-214.42m
Comments,As 211.6-217.3m
Comments,As 211.97-212.66m
Comments,As 212.85-215m but higher CL% +Fe-silicate%
Comments,As 212.85-215m but slightly higher CL% +Fe-silicate%
Description,As 214.46-216.19m
Comments,As 215.23-214.46m
Comments,"""As 215.50-218.04m, subordinate AM-CL schist intervals"""
Comments,"""As 216-223.03m, strongly magnetic"""
Comments,As 216.39-217.04m
Comments,As 216.65-222.0m
Comments,"""As 216.65-222.0m, minor Fe-silicate present"""
Comments,"""As 216.65-222.0m, minor Fe-silicate present, PO infilled fault at 245.65m"""
Description,"""As 216.83-218.86m, non-mag., subordinate Aci_D (wk. mag.): 230.70 -231.00m"""
Comments,As 218.54-218.84m
Comments,"""As 218.84-218.96m, moderately magnetic"""
Description,"""As 218.86 - 225.26m, str. mag., mm-scale banding, contains subordinate Aan"""
Comments,As 219.98-233.8m but slightly increased PO-PY%
Comments,As 222.32-225.98m
Comments,"""As 223.3-226.65m except extremely poor RQD (see Core Tray #42 photo), brittle fold/fracture(?), similar brittle zone observed across several holes (new marker horizon?)"""
Comments,As 224.96-229.04m
Description,As 22.50 to 27.00m
Comments,As 225.5-235.45m
Comments,As 225.98-229.16
Comments,As 226.37-240.11m
Description,"""As 232.53 - 232.69m, grades into Aan/Aag"""
Comments,"""As 232.8-238.3m, last MT"""
Comments,As 234.45-241.30m
Comments,As 237.90-238.06m
Comments,As 239.38-244.2m
Comments,As 239.38-244.2m but higher% sulphides
Comments,As 239.84-240.97m
Description,As 24.00-29.55m
Comments,"""As 240.99-254.62m, strongly magnetic"""
Comments,As 245-249.72m
Comments,"""As 245-249.72m, transition to wispy CH-GU-CL BIF"""
Comments,"""As 245.51-247.14m, MT% decreases towards Fw until non-weakly magnetic"""
Comments,As 248.16-250.16m
Comments,As 248.16-250.16m (variable felsic lithologies)
Comments,"""As 250-255.48m, PK GA/KF ppbs present, minor Aan"""
Comments,"""As 257.27-261.3m but mm-scale laminations instead of cm-scale bands, this creates an overall mesocratic appearance"""
Comments,"""As 25.90-27.30m, 40% >cm-scale CH bands, 60% FE"""
Comments,As 260.21-261.87m but PO% increased
Comments,As 2.6-3.0m
Comments,As 264.41-265.97m (hole ended in a BIF stringer)
Comments,As 265.32-265.74m
Comments,As 267.84-269.72m
Comments,As 270.64-270.86m but moderately magnetic
Comments,"""As 270.64-270.86m, non-magnetic"""
Comments,As 271.70-271.81m
Description,As 27.58-28.40m
Description,"""As 27.58-28.40m (pastel colours=reduced), weak/mod. mag."""
Comments,As 279.65-286.5m
Comments,"""As 281.33-286m, PK jasper bands at 296.3 and 298.35m (see photos)"""
Comments,"""As 281.38-286m but MT= f/g-m/g (fairly abrupt Fw boundary/end), higher SH% + CL%"""
Comments,"""As 286.65-293.50m except %CL increased, Hw contact= ~293.5m"""
Description,As 29.00-29.70m
Comments,As 293.2-294.85m
Comments,"""As 295.1-312.8m, sudden decrease in *%, rare SH-MT rich thick bands"""
Comments,As 29.8-31.9m
Comments,As 300.38-301.12m
Comments,As 300.38-301.12m (non-magnetic)
Comments,As 304.11-307.43m
Comments,As 3.0-5.0m
Comments,"""As 3.0-5.0m, no porosity- no sulphide blebs present?"""
Description,As 31.45-42m
Comments,"""as 3-16 m, BOO 22 m """
Comments,As 321.91-325.06m
Comments,"""As 32.5-34.4m, mottled iron clay-rich, friable, subordinate cm-scale CH banding"""
Comments,As 326.26-330.3m but higher PO%
Comments,"""As 327.8-334.5m, subordinate massive mesocratic """"tuff"""" present"""
Comments,"""As 32.80-37.20m but HM% replaced by MR%, subordinate WS clay (ORD) intervals, poor RQD"""
Description,As 33.00-34.20m
Comments,"""As 3.6-5.0m, variable dip, 0.2m-wide brecciated zone at 6.0m, porosity developing along CH/HM contact"""
Comments,As 41-42.5m
Comments,"""As 41.4-42.2m, but strongly magnetic shaley BIF"""
Description,"""As 42.22-44.80m: sporadic cyclic, laminar bands of str. mag., otherwise wk./non-mag."""
Description,As 42.87-46.02m (GU-CH rich BIF) mod./str. mag.
Description,"""As 42.87-46.02m, minor PY/PO mm-wide bands"""
Description,"""As 44.1 -51.0m, lam. with minor cm-scale bands and CH boudins"""
Description,As 44.40-49.00m
Description,As 44.68-48.60m
Comments,"""As 4.50-13.50m, GO replacing LI"""
Comments,As 46.50-49.90m
Description,As 46.59-47.83m
Description,As 47.83-47.86m
Description,As 48.17-48.46m
Comments,As 4.8-5.5m
Description,As 49.11-52.11m
Description,As 50.45 to 55.90m
Comments,As 5.0-5.30m
Description,"""As 51.02-52.13m, wk. fol., g/s decr. towards Fw"""
Comments,As 5-10.5m but soft clay intervals present
Comments,As 52.7-57m
Comments,"""As 5.3-18.05m, first MR (martite) present"""
Description,As 54.00-57.19m
Comments,As 54.8-73m
Comments,As 55.55-61.7m
Description,"""As 55.90 to 61.00m, CH boudins"""
Description,"""As 55.96-56.96m, good RQD, rare MT-rich bands"""
Description,As 58.00-65.10m
Comments,"""As 60.40-60.70m, strongly magnetic, poor RQD"""
Description,"""As 60.68-61.85m, gneissic fol. decreasing, original banding returning"""
Comments,As 60.70-60.90m (massive-MT)
Comments,"""As 60.70-60.90m (massive-MT), excellent RQD, slightly oxidised interval: 64.60-64.90m"""
Comments,"""As 60.70-60.90m, rare CH-BIF intervals"""
Comments,As 61.4-62.8m
Comments,"""As 61-66.6m, Fw contact= ~73m"""
Description,"""As 61.76-72.61m, however decreases"""
Comments,As 61.8-62m
Description,As 6.25-9.10m
Lith_Desc,As 62-65m
Comment,as 643-644
Comments,"""As 64.3-66.9m, strongly foliated"""
Comment,as 657-661 with grainsize decrease downwards
Comment,as 661.2--661.4
Comment,as 661.4-675
Comments,As 66.9-70.1m except non-magnetic
Comments,As 67.1-68.95m
Description,"""As 67.19-87.24m, foliation due to adjacent mafic intrusives"""
Comments,As 67.95-74.81m (mod-strong magnetic)
Description,As 68.80-73.75m (TOFR due to incr. core RQD)
Description,"""As 68.80- 82.27m, GA-rich, non-mag., (check mag susc. for minor bands bearing MT)"""
