Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment,qz-serc-feld+-bio gra schist minor euhedral sulphides,qz serc feld+ bio gra schist minor euhedral sulphides,schist,100,
Comment,qz-serc-scht with qvn.,qz serc scht with qvn ,Other,44,
Comment,QZ-SER schist,qz ser schist,schist,101,
Comment,QZ TO 1MM. CLST TO 6-8CM,qz to 1mm  clst to 6 8cm,Other,37,
Comment,QZ TO 4MM,qz to 4mm,Other,38,
Comment,QZ TRACE,qz trace,Other,62,
Comment,"QZ translucent x-line","qz translucent  x line",Other,49,
Comment,"qzt-rich partly phenos <2mm and partly qz-filled elongated abundant vesicles; sharp fol lower contact","qzt rich  partly phenos and partly qz filled elongated abundant vesicles  sharp fol lower contact",contact,100,
Comment,QZ TR PY TR,qz tr py tr,Other,43,
Comment,QZ VEIN,qz vein,vein,101,
Comment,Qz veined and intensely Si altered fault Bx with remobilised CCP. Strongly foliated and Se altered margins,qz veined and intensely si altered fault bx with remobilised ccp  strongly foliated and se altered margins,fault,100,
Comment,"Qz veined fs phyric; trace py; irregular basal contact local strong foliation.","qz veined  fs phyric  trace py  irregular basal contact  local strong foliation ",contact,100,
Comment,"QZ veining more prominent but SIEP veining also present","qz veining more prominent  but siep veining also present",Other,35,
Comment,QZ VEINS,qz veins,vein,101,
Comment,"Qz veins associated with upper contact increased qz-ca veins downhole ds cubic py particularly near contacts increased silicification near lower contact","qz veins associated with upper contact  increased qz ca veins downhole  ds cubic py particularly near contacts  increased silicification near lower contact",contact,100,
Comment,Qz veins with si-se alteration selvedges,qz veins with si se alteration selvedges,vein,100,
Comment,Qz vein with minor fracture filling carbonate. Dac bx host rock.,qz vein with minor fracture filling carbonate  dac bx host rock ,fine_crystalline_sedimentary,101,
Comment,qz vein with minor sulphide inclusions and rare dlt clasts,qz vein with minor sulphide inclusions and rare dlt clasts,massive_sulphide,100,
Comment,qz vn and clay. 10-11m qz.,qz vn and clay  10 11m qz ,mud,100,
Comment,QZ VN AND SHEAR,qz vn and shear,Other,50,
Comment,"QZVN + dlt w/ strongly si alt rafts of dac. Pink tinge to alt indicates some form of carb in alt? V.coarse amphibole phenos around vein appears to be dlt","qzvn + dlt w strongly si alt rafts of dac  pink tinge to alt  indicates some form of carb in alt v coarse amphibole pheno s around vein appears to be dlt",vein,100,
Comment,"qz vn gossaous-py vugs etc  ox front @ 68m.","qz vn gossaous  py vugs etc ox front   68m ",Other,31,
Comment,qz vn gossaous-py vugs etc  ox front @ 68m.,qz vn gossaous  py vugs etc ox front   68m ,Other,31,
Comment,"QZ VN->STB ASSOC-FORMS ROD LIKE XSTALS 1-2MM LONG & MAS.","qz vn stb assoc forms rod like xstals  1 2mm long   mas ",Other,31,
Comment,"radiating pph c grn pyx? gab?","radiating pph  c grn  pyx gab",Other,41,
Comment,Ramp material,ramp material,Other,53,
Comment,Randomly orientated wispy carbonate veinlets 2-4mm,randomly orientated wispy carbonate veinlets 2 4mm,carbonate,100,
Comment,rapid change at contact cobble bx at contact Autobx?? grading down to more obviously fs dac <3mm; some zones with only ghosted fs,rapid change at contact cobble bx at contact grading down to more obviously fs dac  3mm  some zones with only ghosted fs,contact,100,
Comment,"rapid change into orange-ping to pale ppl white flecked fol saprolite; some cs qzca veins preserved but fractured","rapid change into orange ping to pale ppl  white flecked saprolite  some cs qzca veins preserved but fractured",saprolite,100,
Comment,"Rapid clast size decrease thin 10-15cm sandy horizons BT alt.","rapid clast size decrease  thin sandy horizons  bt alt ",Other,37,
Comment,rapid-diffuse change to lt gygn fol ac that appears to be same as lt gy clasts in bx above; vaguely clt streaked in foln; some fs vis under lens well ghosted,rapid diffuse change to lt gygn fol ac that appears to be same as lt gy clasts in bx above  vaguely clt streaked in foln  some fs vis under lens well ghosted,Other,23,
Comment,"rapid grad into interval with zones of granule-pebble bx some si al clasts in milSly clt alt matrix and dacite. Matrix has fs alt to ca. Lower part of inteval has bx appearance with dk gy clasts in pale gy se fol matrix. Abundant small ca patches","rapid grad into interval with zones of granule pebble bx in milsly clt alt matrix  and dacite  matrix has fs alt to ca  lower part of inteval has bx appearance with dk gy clasts in pale gy se fol matrix  abundant small ca patches",dacite,100,
Comment,rapid grad to cobbles of pale gy si-se alt felsic clasts with dk gn fs-phyric clasts giving overall mottled appearance; clast supp,rapid grad to cobbles of pale gy si se alt felsic clasts with dk gn fs phyric clasts giving overall mottled appearance  clast supp,felsic,100,
Comment,"rapid trans into ca alt serictic finely qz phyric dac no vis fs due ca altn and fioln","rapid trans into ca alt serictic finely qz phyric dac  no vis fs ",Other,33,
Comment,rapid trans into more strongly ca alt sericitic dac. Small qtz abundant <1mm. Mnr ccp-py in ca-qz veins,rapid trans into more strongly ca alt sericitic dac  small qtz abundant  1mm  mnr ccp py in ca qz veins,vein,101,
Comment,"rapid trans to ca alt fs <3mm in gngy fol matrix abund small <1mm qz; irreg ca patches throughout","rapid trans to ca alt fs  3mm in gngy fol matrix  abund small  1mm qz  irreg ca patches throughout",patches,100,
Comment,"rapid trans to v str fol commonly subparallel to core axis; fine qz in sericitic and ca alt gmass; poss mnr fault at 520m broken ground some gouge","rapid trans to v str fol commonly subparallel to core axis  fine qz in sericitic and ca alt g mass  poss mnr fault at 520m ",fault,100,
Comment,"rare <1mm feldspar phenocrysts","rare   1mm feldspar phenocrysts",Other,50,
Comment,"rare <1mm phenocrysts 20mm QZ vein with chlorite patches and tourmaline needles","rare  1mm phenocrysts  20mm qz vein with chlorite patches and tourmaline needles",patches,100,
Comment,"RARE 2mm QZ FOLIATION DEFINED BY CLT VEINING MINOR LAM SLST INTERBED TOWARDS BASE DIFFUSE INTERVAL CONTACTS","rare 2mm qz  foliation defined by clt veining  minor lam slst interbed towards base  diffuse interval contacts",Other,24,
Comment,Rare >30mm clt altered pumice fragments occasionally with a pyritic centre,rare 30mm clt altered pumice fragments occasionally with a pyritic centre,pumice,100,
Comment,Rare bedding,rare bedding,Other,52,
Comment,"Rare bedding small pumice no quartz or SI spotting","rare bedding  small pumice  no quartz or si spotting",pumice,100,
Comment,Rare blue qtz,rare blue qtz,Other,48,
Comment,RARE BLUE QTZ,rare blue qtz,Other,48,
Comment,"rare brecciated zones zone of bandng at 238m","rare brecciated zones  zone of bandng at 238m",Other,41,
Comment,Rare ca altered spots,rare ca altered spots,spots,101,
Comment,rare carbonate veins contain acicular tourmaline,rare carbonate veins contain acicular tourmaline,carbonate,100,
Comment,Rare carby bands,rare carby bands,Other,51,
Comment,Rare Carby Bands,rare carby bands,Other,51,
Comment,"Rare Carby Bands Minor Sandy Bands","rare carby bands  minor sandy bands",Other,44,
Comment,rare chlorite clasts,rare chlorite clasts,Other,56,
Comment,"RARE CLASTS FELS PHEONS MUCH LESS COMMON SOME SHEARING WITH QZCARB VEINING","rare clasts  fels pheons much less common  some shearing with qzcarb veining",Other,36,
Comment,"rare clasts fining downhole","rare clasts  fining downhole",Other,47,
Comment,"Rare clt altered patches no pumiceous fragments","rare clt altered patches  no pumiceous fragments",patches,100,
Comment,Rare clt-ca filled amygdales ? Spotty weak chlorite alteration,rare clt ca filled amygdales spotty weak chlorite alteration,Other,38,
Comment,"RARE FELS PHENOS POSS INTRUSIVE","rare fels phenos  poss intrusive",coarse_grained_plutonic_crystalline_igneous_rock,100,
Comment,Rare fine sediment horizons,rare fine sediment horizons,sediment,100,
Comment,RARE GHOSTED FLEDS,rare ghosted fleds,Other,60,
Comment,"Rare large 10-20mm pumice clasts with excellent tube striae. Rare pin head"" quartz""","rare large pumice clasts with excellent tube striae  rare pin head"" quartz""",pumice,100,
Comment,"Rarely qzph abundant subhedral fspar pcrysts often ghosted by si alteration minor weakly brecciated zones with clt infill","rarely qzph  abundant subhedral f spar p crysts often  ghosted  by si alteration  minor weakly brecciated zones with clt infill",Other,24,
Comment,"rare magnetite crystals formerly vitric ash-rich sandstone petrro","rare magnetite crystals  formerly vitric ash rich sandstone ",sandstone,100,
Comment,"rare patches of rounded CA spots small Trace specs of mgt minor sibx towards base could be flow","rare patches of rounded ca spots  small trace specs of mgt  minor sibx towards base  could be flow",patches,100,
Comment,RARE PINK QUARTZ-CARBONATE VEINS,rare pink quartz carbonate veins,vein,101,
Comment,rare pis. in clay,rare pis  in clay,mud,101,
Comment,RARE PY/PO,rare py po,Other,57,
Comment,RARE QTZ,rare qtz,Other,56,
Comment,rare qtz 0.5-1mm,rare qtz 0 5 1mm,Other,40,
Comment,RARE QTZ TO 3MM,rare qtz to 3mm,Other,48,
Comment,Rare quartz,rare quartz,vein,101,
Comment,"rare Qz phenos patches of LGR CLT? alteration over DGR CLT altered matrix","rare qz phenos  patches of lgr alteration over dgr clt altered matrix",patches,100,
Comment,"RARE QZ POSS AMYGDALES","rare qz  poss amygdales",Other,46,
Comment,"rare relict massive mgn texture preserved prob hi-mg mafic doleritic","rare relict massive  mgn texture preserved  prob hi mg mafic ",mafic,100,
Comment,Rare rip up clasts of lam. chert near the top with sulphides,rare rip up clasts of lam  chert near the top with sulphides,chert,100,
Comment,"Rare rounded <2mm qz foliation defined by se alt","rare rounded  2mm qz  foliation defined by se alt",Other,36,
Comment,rare rounded QZ grains,rare rounded qz grains,Other,49,
Comment,"Rare rounded qz pcrysts si alteration possibly after fspar pcrysts appears brecciated due to pa clt alteration","rare rounded qz p crysts  si alteration possibly after f spar p crysts  appears brecciated due to pa clt alteration",Other,29,
Comment,Rare sandy bands,rare sandy bands,Other,55,
Comment,"RARE SE ALT AROUND QVS QTZ POOR","rare se alt around qv s  qtz poor",Other,39,
Comment,rare silica altered inclusions,rare silica altered inclusions,Other,47,
Comment,RARE SLST,rare slst,Other,56,
Comment,Rare small qz,rare small qz,Other,46,
Comment,"rare SP in zones weak and variable SI alteration","rare sp in zones  weak and variable si alteration",Other,37,
Comment,"RARE STRETCHED CLT ALT PHENOS SMALL ZONE WHERE  FOLIATION WRAPS AROUND MINOR BEDDED JASPER CLASTS SE ALT INC DOWN HOLE","rare stretched clt alt phenos  small zone where foliation wraps around minor bedded jasper clasts  se alt inc down hole",banded_iron_formation,100,
Comment,"RARE STRETCHED SI CLASTS PATCY ALT VARIABLY FELS PHYRIC INC ALT AT BASE","rare stretched si clasts  patcy alt  variably fels phyric  inc alt at base",Other,38,
Comment,rare trace specks PY,rare trace specks py,Other,48,
Comment,RARE VNQZ,rare vnqz,Other,50,
Comment,r/bn col saprolite.,r bn col saprolite ,saprolite,101,
Comment,"r bn oc and gn col rsp/scl.","r  bn  oc and gn col rsp scl ",Other,40,
Comment,R/BN TO GN COL RLP.,r bn to gn col rlp ,Other,40,
Comment,RC precollar,rc precollar,Other,52,
Comment,RCY MINOR G CLAYS = POSS SAP U?,rcy,Other,57,
Comment,RCY & RSP = EX U CLAYS,rcy   rsp = ex u clays,mud,101,
Comment,R CY WITH SCATTERED IR GRAINS/PESOS,r cy with scattered ir grains peso s,Other,41,
Comment,rd/br pis.,rd br pis ,Other,53,
Comment,reappearance of obvious fs ca/se alt; mild-mod fol; fine qz phenocrysts more abundant but fs less obvious/more altered with depth; zones where fs again less altered,reappearance of obvious fs   mild mod fol  fine qz phenocrysts more abundant but fs less obvious more altered with depth  zones where fs again less altered,Other,24,
Comment,"RE/BR COL ALTN. INT FOS INTERESTING FOR MINERALISATION.","re br col altn  int fos  interesting for mineralisation ",mineralisation,100,
Comment,Rebr lam splt clays aft slst?,rebr lam splt clays aft slst,mud,100,
Comment,Re cly I/p,re cly i p,Other,56,
Comment,recrystallised bt-mu-feld-cl-garnet-qz schist + py quartz vein and disseminated,recrystallised bt mu feld cl garnet qz schist + py quartz vein and disseminated,schist,100,
Comment,recrystallised felsic with dissem py and py-ep-si alteration,recrystallised felsic with dissem py and py ep si alteration,felsic,100,
Comment,recrystallised qz-bt felsic,recrystallised qz bt felsic,felsic,101,
Comment,RED,red,Other,67,
Comment,red/bl col pis-mt. 8m of trans. cover.,red bl col pis mt  8m of trans  cover ,cover,101,
Comment,red brown,red brown,Other,59,
Comment,red-brown FeOxd lithics/patches in qtz-rich pale brown matrix/sandstone,red brown feoxd lithics patches in qtz rich pale brown matrix sandstone,sandstone,101,
Comment,Red brown ferruginous clasts with qtz grains; pisolitic base.,red brown ferruginous clasts with qtz grains  pisolitic base ,pisolith,100,
Comment,Red - brown massive saprolite probably after dolerite. Upper half is moderately clay rich and relatively in competent. Jointed but little evidence for quartz - carbonate veins commonly associated with dolerites.,red   brown massive saprolite probably after dolerite  upper half is moderately clay rich and relatively in competent  jointed but little evidence for quartz   carbonate veins commonly associated with dolerites ,dolerite,100,
Comment,Red - brown - pale grey indurated with silcrete chips.,red   brown   pale grey indurated with silcrete chips ,silcrete,100,
Comment,Red brown qtz sand.,red brown qtz sand ,sand,101,
Comment,RED BROWN SAPROLITE WITH 2cm PISOLITHS AT BASE,red brown saprolite with 2cm pisoliths at base,saprolite,100,
Comment,Red brown silty qtz sand.,red brown silty qtz sand ,sand,101,
Comment,Red clay matrix,red clay matrix,mud,100,
Comment,"REDCLAYSWATER INJECTION. EOH","redclays water injection  eoh",unclassified_rock,100,
Comment,"Red/dark purple colour very crumbly predominantly sheared kaolinite may represent DLT preserved qtz grains strongly weathered","red dark purple colour  very crumbly  predominantly sheared kaolinite  may represent dlt  preserved qtz grains  strongly weathered",Other,27,
Comment,"Reddish colour HEM? stretched felspars","reddish colour   stretched felspars",Other,46,
Comment,reddish/pink,reddish pink,Other,50,
Comment,reddish pink translucent sphalerite????,reddish pink translucent sphalerite,Other,47,
Comment,RED FEO,red feo,Other,67,
Comment,RED FEO CHIPS,red feo chips,Other,52,
Comment,RED FE STAINED,red fe stained,Other,55,
Comment,"red green colour stringer mineralisation sandstone minor brecciated zone","red green colour  stringer mineralisation sandstone  minor brecciated zone",mineralisation,100,
Comment,RED IRON RICH NODULES 1-2cm AND CLAY,red iron rich nodules 1 2cm and clay,mud,101,
Comment,"Red Jasper rounded clasts 1cm qvn","red jasper rounded clasts  1cm  qvn",banded_iron_formation,100,
Comment,red sand with pisol gravel at base,red sand with pisol gravel at base,gravel,100,
Comment,RED STAINED,red stained,Other,57,
Comment,"RED TO L BN COL PIS AD CLAYS.","red to l bn col pis  ad clays ",mud,100,
Comment,REDUCED SILICA,reduced silica,Other,55,
Comment,"REDUCED SILICA FE STAIN AFTER PYRITE","reduced silica  fe stain after pyrite",massive_sulphide,100,
Comment,REDUCING IN GRAINSIZE TOWARDS LOWER CONTACT,reducing in grainsize towards lower contact,contact,101,
Comment,reef-like qvn. sim to prev.,reef like qvn  sim to prev ,reef,100,
Comment,REGULAR 1mm QTZ,regular 1mm qtz,Other,38,
Comment,REGULAR 2-3mm QTZ AND GHOSTED FPH,regular 2 3mm qtz and ghosted fph,Other,37,
Comment,REGULAR 3mm QTZ AND REGULAR AMY,regular 3mm qtz and regular amy,Other,40,
Comment,Regular cyclic banding begind,regular cyclic banding begind,Other,41,
Comment,regularly altered,regularly altered,Other,52,
Comment,"Regular quartz/carb veining shearing @ 58.6 61 69 includes discing of core 71.5m.Vein Int=M and Vein_Max_Width=1","regular quartz carb veining  shearing   58 6  61  69 ",vein,100,
Comment,REGULAR SMALL DARK QTZ,regular small dark qtz,Other,38,
Comment,"Regular small pumice no quartz","regular small pumice  no quartz",pumice,100,
Comment,REGULAR SMALL QTZ,regular small qtz,Other,43,
Comment,Regular small quartz,regular small quartz,vein,101,
Comment,"Regular small quartz patchy large amygdales","regular small quartz  patchy large amygdales",vein,100,
Comment,"Regular small quartz PER BT to 260m then PER CLT and T SP flecks some CLT altered feldspar remain lacks AMY","regular small quartz  per bt to 260m then per clt and t sp flecks  some clt altered feldspar remain  lacks amy",vein,100,
Comment,REGULAR SUBROUNDED ANGULAR 2cm CLASTS WITH NO QTZ AND STRONG CLT ALT - POSS SOURCED FROM GV2??,regular subrounded angular 2cm  clasts  with no qtz and strong clt alt   poss sourced from gv2,Other,30,
Comment,REGULARY DISTRIBUTED PUMICE 0.5-4mm,regulary distributed pumice 0 5 4mm,pumice,100,
Comment,Relatively Clean,relatively clean,Other,52,
Comment,RELATIVELY RESIDUAL?,relatively residual,Other,56,
Comment,RELATIVELY RESIDUAL/LOCALLY DERIVED LPS?,relatively residual locally derived lps,Other,39,
Comment,relatively unaltered dolerite,relatively unaltered dolerite,dolerite,101,
Comment,relict <2mm si altered pumice often in distinct bands,relict  2mm si altered pumice often in distinct bands,pumice,100,
Comment,RELICT AMPHIBOLES,relict amphiboles,Other,73,
Comment,RELICT BEDDING?,relict bedding,Other,58,
Comment,"relict bedding? preserved rarely poss sed parent? EOH.","relict bedding preserved   poss sed parent  eoh ",unclassified_rock,100,
Comment,"relict felspar phenocrysts altered to kaolinite strong weathering along FRC","relict felspar phenocrysts altered to kaolinite  strong weathering along frc",Other,36,
Comment,relict fgn-mgn granullar texture,relict fgn mgn granullar texture,Other,44,
Comment,relict granular/sometimes foltd texture,relict granular sometimes fol td texture,Other,44,
Comment,"relict granular texture preserved mgn-fgn greasy feel","relict granular texture preserved   greasy feel",Other,39,
Comment,"relict massive medium grained weathered dolerite EOH","relict massive medium grained weathered dolerite  eoh",dolerite,100,
Comment,"relict planar laminations prob sed ssh| parent EOH.","relict planar laminations  prob sed parent  eoh ",unclassified_rock,100,
Comment,relief igneous test,relief igneous test,Other,53,
Comment,relief med.gr igneous,relief med gr igneous,Other,48,
Comment,"rel sharp upper contact; consol granul/pebble breccia of felsic clasts; some clasts white others beige; some clasts now green soapy clay.  Could be formerly silcreted now weathered; appears clast-suppd","rel sharp upper contact  consol granul pebble breccia of felsic clasts  some clasts white  others beige  some clasts now green soapy clay  could be formerly silcreted now weathered  appears clast suppd",mud,100,
Comment,"Remainder of 1040.7 to 1047.5 feldspars decrease size and abundance d/h to contact.","remainder of 1040 7 to 1047 5  feldspars decrease size and abundance d h to contact ",contact,100,
Comment,Remainder of 124 to 137.5m after intrusive.,remainder of 124 to 137 5m after intrusive ,coarse_grained_plutonic_crystalline_igneous_rock,101,
Comment,"Remains v. siliceous minor veinous CL","remains v  siliceous  minor veinous cl",Other,48,
Comment,"REMNANT SCHIST CHERT","remnant schist  chert",schist,100,
Comment,repeated graded seq fol SDST-QZPH SDST-polymict pebble bx/CNGL; perv Si; abund rdd qtz<4mm often in Clt pebs; wispy Clt-ang Clt pebs<20mm//fol; mnr subrdd Si alt pum pebs; 909.2m vfg intense Clt band; mnr string sulph sub//fol,repeated graded seq fol sdst qzph sdst polymict pebble bx cngl  perv si  abund rdd qtz 4mm often in clt pebs  wispy clt ang clt pebs 20mm fol  mnr subrdd si alt pum pebs  909 2m vfg intense clt band  mnr string sulph sub fol,Other,19,
Comment,repeated graded seq SDST-QZPH SDST-QZPH poly peb bx/CNGL; abund subrdd qtz<3mm through cs zones often inside wispy-ang Clt clasts<20mm elong//fol; mnr subrdd-subang Si pum pebs through CNGL; abund dissem pyr<2mm,repeated graded seq sdst qzph sdst qzph poly peb bx cngl  abund subrdd qtz 3mm through cs zones often inside wispy ang clt clasts 20mm elong fol  mnr subrdd subang si pum pebs through cngl  abund dissem pyr 2mm,Other,21,
Comment,"repeated SDST grading up to pebbly volc bx/congl of subrdd pref Si clasts<30mm; in congl bands clasts overprinted by wispy Se & surrounded by wispy Clt defining fol; abund subrdd qtz<3mm throughout some assoc wispy Clt clots // fol through SDST","repeated sdst grading up to pebbly volc bx congl of subrdd pref si clasts 30mm  in congl bands clasts overprinted by wispy se   surrounded by wispy clt defining fol  abund subrdd qtz 3mm throughout  some assoc wispy clt clots fol through sdst",Other,21,
Comment,repeated sequence of SDST banded I/p to conglomerate?; mod fol congl of wk Si clasts<30mm in wispy Clt gmass; patchy dissem qtz<3mm through congl; overprinted by Si I/p obscures clast margins,repeated sequence of sdst to conglomerate  mod fol congl of wk si clasts 30mm in wispy clt g mass  patchy dissem qtz 3mm through congl  overprinted by si i p obscures clast margins,conglomerate,100,
Comment,"REPETATIVE DACITE LAVA SEQUENCE. FINE GRAINED APHYRIC TOPS WITH NO FELDSPAR PHENOS COURSENING TOWARDS THE BASE INTO A COURSE GRAINED FELDSPAR PHENO PHYRIC DACITE. RIP CLASTS PRESENT","repetative dacite lava sequence  fine grained  aphyric tops with no feldspar pheno s coursening towards the base into a course grained feldspar pheno phyric dacite  rip clasts present",dacite,100,
Comment,"repeted fining up sequence volc bx to sandstone subang FSPH clasts<100mm at base increasing FSPH & chl alt down hole str chl alt clasts below 333m scattered silic alt clasts euhedral feld<4mm","repeted fining up sequence volc bx to sandstone  subang fsph clasts 100mm at base  increasing fsph   chl alt down hole   scattered silic alt clasts  euhedral feld 4mm",sandstone,100,
Comment,Resembles coarse sand,resembles coarse sand,sand,101,
Comment,resembles tonalite? St silica alteration,resembles tonalite st silica alteration,tonalite,100,
Comment,residual,residual,Other,76,
Comment,RESIDUAL,residual,Other,76,
Comment,RESIDUAL?,residual,Other,76,
Comment,RESIDUAL CLAY AFTER U/M? - H2O INJECTION,residual clay after u m   h2o injection,mud,100,
Comment,residual clays,residual clays,mud,101,
Comment,RESIDUAL - CONTAMINATED,residual   contaminated,Other,70,
Comment,RESIDUAL - CONTAMINATED WITH LPS/LAT,residual   contaminated with lps lat,Other,53,
Comment,residual duricrust + weak calcrete,residual duricrust + weak calcrete,calcrete,101,
Comment,RESIDUAL - EOH,residual   eoh,unclassified_rock,101,
Comment,RESIDUAL - EOH - LOST SAMPLE RETURN,residual   eoh   lost sample return,unclassified_rock,100,
Comment,residual ferrug clays,residual ferrug clays,mud,101,
Comment,"residual ferruginised fragments","residual  ferruginised fragments",Other,47,
Comment,residual gravel is shale,residual gravel is shale,mudstone,101,
Comment,RESIDUAL LCZ/LMO AFTER U/M? - EOH - LOST RETURN EVEN WITH H2O INJECTION,residual lcz lmo after u m   eoh   lost return even with h2o injection,unclassified_rock,100,
Comment,RESIDUAL LMO?,residual lmo,Other,64,
Comment,RESIDUAL LMO - NOD LAT & LCZ,residual lmo   nod lat   lcz,Other,49,
Comment,RESIDUAL LMO OR LCZ WITH LAT CONTAMINATION?,residual lmo or lcz with lat contamination,Other,43,
Comment,RESIDUAL LMO OR MOTTLED TRANSPORTED PROFILE??,residual lmo or mottled transported profile,colluvium,100,
Comment,RESIDUAL LMO OR TRANSPORTED LPS IN CY?,residual lmo or transported lps in cy,colluvium,100,
Comment,RESIDUAL LOWERMOST NOD LAT WITH CUTANS TO UPPER LMO TRANSITION?,residual lowermost nod lat to upper lmo transition,Other,42,
Comment,RESIDUAL LPS,residual lps,Other,64,
Comment,RESIDUAL LPS/NOD LAT,residual lps nod lat,Other,49,
Comment,RESIDUAL LSCA CONTAMINATED WITH DR WAXY CLAY?,residual lsca contaminated with dr waxy clay,mud,101,
Comment,residual mottled clays with lateritic nodules,residual mottled clays with lateritic nodules,nodules,101,
Comment,RESIDUAL OR LOCALLY DERIVED,residual or locally derived,Other,45,
Comment,RESIDUAL OR TRANSPORTED?,residual or transported,colluvium,101,
Comment,residual sap clays,residual sap clays,mud,101,
Comment,residual sap clays ex-dol,residual sap clays ex dol,mud,100,
Comment,"residual slope ang gvl slightly mgt","residual slope  ang gvl slightly mgt",Other,43,
Comment,residual soil + mafic schist,residual soil + mafic schist,schist,101,
Comment,residual soil on subcropping mafic schist,residual soil on subcropping mafic schist,schist,101,
Comment,"RESIDUUAL REGOLITH MINOR CGV/RSP.","residuual regolith  minor cgv rsp ",regolith,100,
Comment,RES. IS & LATERITISED SAND,res  is   lateritised sand,sand,101,
Comment,RESORBED QTZ AND PUMICE WITH SILICA HALOS,resorbed qtz and pumice with silica halo s,pumice,100,
Comment,Resorbed Qtz with white rims up to 2mm max,resorbed qtz with white rims up to 2mm max,Other,38,
Comment,Retains high overall Si Alt.,retains high overall si alt ,Other,45,
Comment,Return of ww t alt poss dlt,return of ww t alt poss dlt,Other,37,
Comment,"Reverse graded PMBX no bedding or SLST intervals SI spotting sparse to 2mm sparse pumice to 1mm grades to common pumice clasts 1-2mm irregular to subrounded several clasts 4-5mm trace CCP stringers192.9-194m with PA-I-CLT","reverse graded pmbx  no bedding or slst intervals  si spotting sparse to 2mm  sparse pumice to 1mm grades to common pumice clasts 1 2mm several clasts 4 5mm  trace ccp stringers192 9 194m with pa i clt",pumice,100,
Comment,"Reverse graded silica alt clasts sparse occassional clasts sub angular and elongate siliceous rare 1mm quartz abundant Si spotting or GG4 quartz?","reverse graded  silica alt clasts  sparse occassional clasts sub angular and elongate siliceous  rare 1mm quartz  abundant si spotting or gg4 quartz",fault,100,
Comment,"REVERSE GRADING FOM subrounded to subangular clasts","reverse grading  fom  subrounded to subangular clasts",fault,100,
Comment,"Reverts to FG weakly siliceous basaltic saprock","reverts to fg  weakly siliceous basaltic saprock",saprock,100,
Comment,Reverts to MBA,reverts to mba,Other,57,
Comment,Reverts to strongly weathered tonalite,reverts to strongly weathered tonalite,tonalite,101,
Comment,"Reverts to weakly siliceous slightly weathered FTO","reverts to weakly siliceous  slightly weathered fto",Other,38,
Comment,Reverts to weathered brown FTO,reverts to weathered brown fto,Other,43,
Comment,Revert to brown clayey saprolite,revert to brown clayey saprolite,saprolite,101,
Comment,"Revert to grey-white semi coherent saprolite","revert to grey white  semi coherent saprolite",saprolite,100,
Comment,Revert to unidentifiable vv weathered LFs,revert to unidentifiable vv weathered lfs,Other,39,
Comment,Revert to weakly coherent powdery sapolite w. minor Qtz veining,revert to weakly coherent powdery sapolite w  minor qtz veining,Other,32,
Comment,"Revert to white semi coherent saprolite","revert to white  semi coherent saprolite",saprolite,100,
Comment,"rewkd volc bx dacite subrdd clasts<30mm dis clots CLT<2mm in SDST overprints clast and gmass obscures margins pyr dis clots & fine stringers 1060.75-1060.9m mnr SDST str SI 1063.2 str shearing qz vn & SE","rewkd volc bx dacite  subrdd clasts 30mm  dis clots clt 2mm in sdst overprints clast and g mass obscures margins  pyr dis clots   fine stringers  1060 75 1060 9m mnr sdst str si  1063 2 str shearing qz vn   se",dacite,100,
Comment,"reworked volc clasts in sand matrix subrdd VDAC clasts <100mm SI & CA of gmass euhedral feld <5mm ghosted"" by CLT 122-127 wk perv & vn selvedge biot alt bands clasts pref orient // FOW common down hole wk goethite on fractures""","reworked volc clasts in sand matrix  subrdd vdac clasts  100mm  si   ca of g mass  euhedral feld  5mm ghosted"" by clt  122 127 wk perv   vn selvedge biot alt  bands clasts pref orient fow common down hole  wk goethite on fractures""",sand,100,
Comment,Re-xtalised  clt to 2cm,re xtalised clt to 2cm,Other,48,
Comment,"RHD Bx strongly silicified clasts QZPH gmass minor brittle crackling with ca healing","rhd bx  strongly silicified clasts  qzph g mass  minor brittle crackling with ca healing",Other,32,
Comment,RHD clasts,rhd clasts,Other,56,
Comment,Rhd w/ 5mm qzphs. Gmass becomes less coarse after 1249m where poss ghosted pat fsph txt occurs? Mod qz and qzca vn and vs sp and py. Bi and epi around lge vein.,rhd w 5mm qzph s  g mass becomes less coarse after 1249m where poss ghosted pat fsph txt occurs mod qz and qzca vn and vs sp and py  bi and epi around lge vein ,vein,101,
Comment,"Rhd w/ abundant qzphs typ 3 - 5mm but up to 10mm. Several str si alt slst?. Interbeds increasing thick and freq around bottom contact some weakly bx.","rhd w abundant qzph s  typ 3   5mm but up to 10mm  several str si alt slst  interbeds increasing thick and freq around bottom contact  some weakly bx ",contact,100,
Comment,RHD with clasts of DAC,rhd with clasts of dac,Other,47,
Comment,"RHD withy patchy alt interbedded with DAC","rhd withy patchy alt  interbedded with dac",Other,40,
Comment,Rhy int bnd se alt per si alt. Fine veining and large vein w/ tournaline;,rhy int bnd se alt per si alt  fine veining and large vein w tournaline ,vein,100,
Comment,Rhyodacite and assoc bx,rhyodacite and assoc bx,rhyolite,100,
Comment,Rhyodacite disrupted lam slst peperite,rhyodacite disrupted lam slst peperite,rhyolite,100,
